"ObjectId","Lat","Lon","Alt","name","description","Street Custom","Suppport Type","SupportCondition","SignShareSupport","SignAccessibility","Sign Name","SignHeighWidth","Sign size custom","Sign text","SignCondition","SignBackingMaterial","SignFaceDirection","Sign mounting height","Barcode","R02_BG","R02_FG","R05_BG","R05_FG","notes","changed","pictureFolder","pictureName","picturePath","created","altitude","accuracy"
73,43.37367429726328,-79.72871842313543,50.58134765625,"WPT 73","Burlington ","0","2in metal pole","Very good","Yes","No","name ","Default","","euston rd","Very good","al","east","","","","","","","","","73","73_2017-10-23 11-42-22.png","/storage/emulated/0/MapIt/Pictures/Burlington /73/73_2017-10-23 11-42-22.png","2017-10-23-11-41-56","50.5813","0.6895"
72,43.37367568164518,-79.72869939137126,49.90751953125,"WPT 72","Burlington ","0","2in metal pole","Very good","Yes","Yes","name","Default","","Winston rd","Very good","al","north","","","","","","","","","72","72_2017-10-23 11-41-32.png","/storage/emulated/0/MapIt/Pictures/Burlington /72/72_2017-10-23 11-41-32.png","2017-10-23-11-41-24","49.9075","0.7163"
71,43.37366219989144,-79.72870274281559,49.759814453125,"WPT 71","Burlington ","Winston & Easton rd","2in metal pole","Very good","No","Yes","noexit","18x18","","no exit","Very good","al","north","94","b03768","110","0.8","90.1","0.5","","2017-10-23-11-41-19","71","71_2017-10-23 11-39-23.png","/storage/emulated/0/MapIt/Pictures/Burlington /71/71_2017-10-23 11-39-23.png","2017-10-23-11-37-03","49.7598","1.1133"
70,43.37320963727689,-79.72660175658348,46.61015625,"WPT 70","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","70","70_2017-10-23 11-30-53.png","/storage/emulated/0/MapIt/Pictures/Burlington /70/70_2017-10-23 11-30-53.png","2017-10-23-11-30-42","46.6102","1.0334"
69,43.373471126579716,-79.72695630157068,47.561572265625,"WPT 69","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","69","69_2017-10-23 11-30-02.png","/storage/emulated/0/MapIt/Pictures/Burlington /69/69_2017-10-23 11-30-02.png","2017-10-23-11-29-48","47.5616","0.4794"
68,43.37396964071468,-79.72762811326902,49.090625,"WPT 68","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","68","68_2017-10-23 11-28-49.png","/storage/emulated/0/MapIt/Pictures/Burlington /68/68_2017-10-23 11-28-49.png","2017-10-23-11-28-29","49.0906","0.5971"
67,43.37423016478806,-79.72806294543443,48.39873046875,"WPT 67","Burlington ","0","u channel","Very good","No","Yes","stop","30x30","","","Very good","al","west","81","b03767","130","590","80.5","282","","","67","67_2017-10-23 11-26-13.png","/storage/emulated/0/MapIt/Pictures/Burlington /67/67_2017-10-23 11-26-13.png","2017-10-23-11-25-09","48.3987","0.7953"
66,43.37428987652129,-79.72818125835329,49.23076171875,"WPT 66","Burlington ","0","u channel","Good","No","Yes","notruck","24x24","","","Good","al","east","85","b03766","95.8","18","42.1","7","","","66","66_2017-10-23 11-24-42.png","/storage/emulated/0/MapIt/Pictures/Burlington /66/66_2017-10-23 11-24-42.png","2017-10-23-11-22-49","49.2308","0.7591"
65,43.37435386587276,-79.7281418802886,49.74833984375,"WPT 65","Burlington ","0","hydro pole","Very good","Yes","No","burloak dr","Default","","","Very good","al","east","","","","","","","","","65","65_2017-10-23 11-21-50.png","/storage/emulated/0/MapIt/Pictures/Burlington /65/65_2017-10-23 11-21-50.png","2017-10-23-11-21-33","49.7483","0.5432"
64,43.37434853745344,-79.7281326837965,48.97587890625,"WPT 64","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","Winston rd","Very good","al","north","","","","","","","","","64","64_2017-10-23 11-21-19.png","/storage/emulated/0/MapIt/Pictures/Burlington /64/64_2017-10-23 11-21-19.png","2017-10-23-11-20-59","48.9759","0.916"
63,43.37433257613429,-79.72813648735792,49.174853515625,"WPT 63","Burlington ","burloak & winston","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","63","63_2017-10-23 11-20-48.png","/storage/emulated/0/MapIt/Pictures/Burlington /63/63_2017-10-23 11-20-48.png","2017-10-23-11-20-12","49.1749","0.5503"
62,43.374610581358866,-79.72847969308532,46.38359375,"WPT 62","Burlington ","0","hydro pole","Fair","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","62","62_2017-10-23 11-18-14.png","/storage/emulated/0/MapIt/Pictures/Burlington /62/62_2017-10-23 11-18-14.png","2017-10-23-11-17-35","46.3836","0.4749"
61,43.37483526210963,-79.72879127392298,49.543994140625,"WPT 61","Burlington ","0","hydro pole","Good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","61","61_2017-10-23 11-16-49.png","/storage/emulated/0/MapIt/Pictures/Burlington /61/61_2017-10-23 11-16-49.png","2017-10-23-11-16-28","49.544","0.4949"
60,43.375065912452555,-79.72910498430974,50.36064453125,"WPT 60","Burlington ","0","hydro pole","Very good","Yes","No","speed","Default","","50","Very good","al","north","","","","","","","","","60","60_2017-10-23 11-15-51.png","/storage/emulated/0/MapIt/Pictures/Burlington /60/60_2017-10-23 11-15-51.png","2017-10-23-11-15-25","50.3606","0.8162"
59,43.375066864248765,-79.72910828182103,48.795947265625,"WPT 59","Burlington ","0","hydro pole","Good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","59","59_2017-10-23 11-15-10.png","/storage/emulated/0/MapIt/Pictures/Burlington /59/59_2017-10-23 11-15-10.png","2017-10-23-11-14-44","48.7959","1.0141"
58,43.37531073554874,-79.72942370251985,48.5408203125,"WPT 58","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","58","58_2017-10-23 11-13-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /58/58_2017-10-23 11-13-58.png","2017-10-23-11-13-39","48.5408","0.8798"
57,43.37550828034091,-79.72970704251384,48.1560546875,"WPT 57","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","57","57_2017-10-23 11-13-07.png","/storage/emulated/0/MapIt/Pictures/Burlington /57/57_2017-10-23 11-13-07.png","2017-10-23-11-12-45","48.1561","0.9186"
56,43.37576512594933,-79.73006338377127,49.16630859375,"WPT 56","Burlington ","burloak ","hydro pole","Very good","No","No","stop","Default","","","Very good","al","north","","","","","","","","","56","56_2017-10-23 11-11-43.png","/storage/emulated/0/MapIt/Pictures/Burlington /56/56_2017-10-23 11-11-43.png","2017-10-23-11-11-36","49.1663","1.0329"
55,43.37600210875462,-79.73047457756547,50.153125,"WPT 55","Burlington ","0","u channel","Very good","No","Yes","stop","30x30","","","Good","al","west","79","b03765","174","616","93","328","","","55","55_2017-10-23 11-10-02.png","/storage/emulated/0/MapIt/Pictures/Burlington /55/55_2017-10-23 11-10-02.png","2017-10-23-11-09-12","50.1531","0.5921"
54,43.37602751178383,-79.73061215590496,49.850390625,"WPT 54","Burlington ","0","u channel","Good","No","Yes","notruck","24x24","","","Good","al","east","86","b03764","30.4","18","38.9","8","","","54","54_2017-10-23 11-08-04.png","/storage/emulated/0/MapIt/Pictures/Burlington /54/54_2017-10-23 11-08-04.png","2017-10-23-11-06-53","49.8504","0.6885"
53,43.37613954344124,-79.73057322324712,49.998583984375,"WPT 53","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","Randolph cr","Very good","al","north","","","","","","","","","53","53_2017-10-23 11-06-19.png","/storage/emulated/0/MapIt/Pictures/Burlington /53/53_2017-10-23 11-06-19.png","2017-10-23-11-05-52","49.9986","0.6895"
52,43.376139048526056,-79.73058205114285,49.45,"WPT 52","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","burloak dr","Very good","al","east","","","","","","","","","52","52_2017-10-23 11-05-44.png","/storage/emulated/0/MapIt/Pictures/Burlington /52/52_2017-10-23 11-05-44.png","2017-10-23-11-05-15","49.45","0.7031"
51,43.37614198008305,-79.73057275890824,49.69755859375,"WPT 51","Burlington ","burloak & randolph","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","west","","","","","","","","","51","51_2017-10-23 11-05-00.png","/storage/emulated/0/MapIt/Pictures/Burlington /51/51_2017-10-23 11-05-00.png","2017-10-23-11-04-09","49.6976","0.9915"
50,43.37638479122052,-79.73090551283167,49.032763671875,"WPT 50","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","50","50_2017-10-23 11-01-56.png","/storage/emulated/0/MapIt/Pictures/Burlington /50/50_2017-10-23 11-01-56.png","2017-10-23-11-01-32","49.0328","0.614"
49,43.37666223272572,-79.73124694201579,47.3953125,"WPT 49","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","49","49_2017-10-23 11-00-55.png","/storage/emulated/0/MapIt/Pictures/Burlington /49/49_2017-10-23 11-00-55.png","2017-10-23-11-00-36","47.3953","0.7019"
48,43.37693313989803,-79.7316527588846,47.7966796875,"WPT 48","Burlington ","burloak","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","2017-10-23-11-02-43","48","48_2017-10-23 10-59-55.png","/storage/emulated/0/MapIt/Pictures/Burlington /48/48_2017-10-23 10-59-55.png","2017-10-23-10-59-44","47.7967","1.0814"
47,43.37720762711797,-79.73202545445747,48.508349609375,"WPT 47","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","47","47_2017-10-23 10-58-30.png","/storage/emulated/0/MapIt/Pictures/Burlington /47/47_2017-10-23 10-58-30.png","2017-10-23-10-58-10","48.5083","0.7057"
46,43.37746753940519,-79.73238334416601,49.936572265625,"WPT 46","Burlington ","0","hydro pole","Very good","Yes","No","speed","Default","","","Very good","al","north","","","","","","","","","46","46_2017-10-23 10-57-21.png","/storage/emulated/0/MapIt/Pictures/Burlington /46/46_2017-10-23 10-57-21.png","2017-10-23-10-57-02","49.9366","0.5452"
45,43.377478439434526,-79.73237446692474,47.798388671875,"WPT 45","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","45","45_2017-10-23 10-56-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /45/45_2017-10-23 10-56-47.png","2017-10-23-10-55-43","47.7984","0.6659"
44,43.3777310470914,-79.73273510411673,47.390185546875,"WPT 44","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","44","44_2017-10-23 10-54-27.png","/storage/emulated/0/MapIt/Pictures/Burlington /44/44_2017-10-23 10-54-27.png","2017-10-23-10-54-20","47.3902","0.8959"
43,43.377997136974045,-79.73308917494069,49.414599609375,"WPT 43","Burlington ","burloak","hydro pole","Very good","No","Yes","nopark","Default","","","Very good","al","north","","","","","","","","","43","43_2017-10-23 10-53-19.png","/storage/emulated/0/MapIt/Pictures/Burlington /43/43_2017-10-23 10-53-19.png","2017-10-23-10-52-50","49.4146","0.6369"
42,43.378173994822646,-79.73345433728355,50.233935546875,"WPT 42","Burlington ","0","u channel","Very good","No","Yes","stop","30x30","","","Very good","al","west","82","b03763","170","596","86.1","303","","","42","42_2017-10-23 10-50-09.png","/storage/emulated/0/MapIt/Pictures/Burlington /42/42_2017-10-23 10-50-09.png","2017-10-23-10-49-44","50.2339","0.4133"
41,43.37823475883488,-79.73355083783099,49.760791015625,"WPT 41","Burlington ","burloak & spruce","u channel","Very good","No","Yes","Stop","30x30","","","Very good","al","west","75","b03762","179","629","88.2","326","","","41","41_2017-10-23 10-48-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /41/41_2017-10-23 10-48-05.png","2017-10-23-10-47-44","49.7608","0.5463"
40,43.37829673464239,-79.73351290805294,50.13505859375,"WPT 40","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","burloak dr","Very good","al","east","","","","","","","","","40","40_2017-10-23 10-47-11.png","/storage/emulated/0/MapIt/Pictures/Burlington /40/40_2017-10-23 10-47-11.png","2017-10-23-10-46-38","50.1351","0.4847"
39,43.37828633414483,-79.73350641249817,49.424609375,"WPT 39","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","spruce ave","Very good","al","south","","","","","","","","","39","39_2017-10-23 10-46-28.png","/storage/emulated/0/MapIt/Pictures/Burlington /39/39_2017-10-23 10-46-28.png","2017-10-23-10-45-49","49.4246","0.6514"
38,43.37828344912941,-79.73351752861709,51.255419921875,"WPT 38","Burlington ","0","hydro pole","Very good","No","Yes","notruck","24x24","","","Very good","al","east","91","b03761","102","28.9","90.4","18.2","","","38","38_2017-10-23 10-44-56.png","/storage/emulated/0/MapIt/Pictures/Burlington /38/38_2017-10-23 10-44-56.png","2017-10-23-10-43-28","51.2554","0.4331"
37,43.3784472182233,-79.73371295946527,51.66484375,"WPT 37","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","37","37_2017-10-23 10-42-34.png","/storage/emulated/0/MapIt/Pictures/Burlington /37/37_2017-10-23 10-42-34.png","2017-10-23-10-42-02","51.6648","0.6658"
36,43.37868557461934,-79.7340528643308,51.526904296875,"WPT 36","Burlington ","0","hydro pole","Fair","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","36","36_2017-10-23 10-39-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /36/36_2017-10-23 10-39-47.png","2017-10-23-10-39-19","51.5269","0.449"
35,43.378933803171094,-79.7339977183492,53.1296875,"WPT 35","Burlington ","0","streetlight pole","Very good","No","Yes","stop","30x30","","","Very good","al","east","87","b03760","136","446","77.2","214","","","35","35_2017-10-23 10-37-31.png","/storage/emulated/0/MapIt/Pictures/Burlington /35/35_2017-10-23 10-37-31.png","2017-10-23-10-35-32","53.1297","0.7867"
34,43.378663810573926,-79.73366695526784,50.12724609375,"WPT 34","Burlington ","0","other","Good","No","Yes","stop","Default","","","Very good","al","east","75","b03759","149","536","81.18","344","","","34","34_2017-10-23 10-34-09.png","/storage/emulated/0/MapIt/Pictures/Burlington /34/34_2017-10-23 10-34-09.png","2017-10-23-10-32-17","50.1272","0.6119"
33,43.378456096751506,-79.73330318061016,50.68486328125,"WPT 33","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","wavecrest st","Good","al","north","","","","","","","","","33","33_2017-10-23 10-27-48.png","/storage/emulated/0/MapIt/Pictures/Burlington /33/33_2017-10-23 10-27-48.png","2017-10-23-10-27-21","50.6849","0.6082"
32,43.378463647403805,-79.73331442753624,51.52861328125,"WPT 32","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","burloak dr","Very good","al","east","","","","","","","","","32","32_2017-10-23 10-27-06.png","/storage/emulated/0/MapIt/Pictures/Burlington /32/32_2017-10-23 10-27-06.png","2017-10-23-10-26-32","51.5286","0.5063"
31,43.37846025842737,-79.73330980755054,50.380908203125,"WPT 31","Burlington ","0","2in metal pole","Good","No","Yes","stop","30x30","","","Very good","al","east","","b03758","165","554","81","318","","","31","31_2017-10-23 10-24-21.png","/storage/emulated/0/MapIt/Pictures/Burlington /31/31_2017-10-23 10-24-21.png","2017-10-23-10-23-29","50.3809","0.5532"
30,43.37819281261727,-79.73304487822679,50.34990234375,"WPT 30","Burlington ","0","u channel","Less poor","No","Yes","nopark","18x18","","","Poor","al","south","","","","","","","","","30","30_2017-10-23 10-20-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /30/30_2017-10-23 10-20-58.png","2017-10-23-10-20-32","50.3499","0.9088"
29,43.37813186569383,-79.73293696138353,49.937548828125,"WPT 29","Burlington ","0","streetlight pole","Very good","No","Yes","stop ","Default","","","Very good","al","east","","b03757","141","353","79.1","181","","","29","29_2017-10-23 10-20-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /29/29_2017-10-23 10-20-05.png","2017-10-23-10-17-54","49.9375","1.01"
28,43.37776012125596,-79.73246094663045,49.35478515625,"WPT 28","Burlington ","0","u channel","Very good","No","Yes","stop","Default","","","Very good","al","east","86","b03756","145","606","79.1","276","","","28","28_2017-10-23 10-14-16.png","/storage/emulated/0/MapIt/Pictures/Burlington /28/28_2017-10-23 10-14-16.png","2017-10-23-10-13-56","49.3548","0.5332"
27,43.37750586592847,-79.7321008006129,48.053759765625,"WPT 27","Burlington ","0","streetlight pole","Very good","No","No","stop","Default","","","Very good","al","east","","","","","","","","","27","27_2017-10-23 10-11-57.png","/storage/emulated/0/MapIt/Pictures/Burlington /27/27_2017-10-23 10-11-57.png","2017-10-23-10-11-26","48.0538","1.0276"
26,43.37712481349081,-79.7316058808301,49.805712890625,"WPT 26","Burlington ","0","u channel","Very good","No","Yes","stop","Default","","","Very good","al","east","82","b03755","160","458","85","333","","","26","26_2017-10-23 10-08-49.png","/storage/emulated/0/MapIt/Pictures/Burlington /26/26_2017-10-23 10-08-49.png","2017-10-23-10-08-15","49.8057","0.5485"
25,43.37624872605193,-79.7304561095807,49.1501953125,"WPT 25","Burlington ","0","u channel","Very good","No","Yes","nopark","18x18","","","Good","al","south","92","","","","","","","","25","25_2017-10-23 10-06-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /25/25_2017-10-23 10-06-05.png","2017-10-23-10-05-59","49.1502","0.6249"
24,43.37469728140513,-79.72835537117498,50.434375,"WPT 24","Burlington ","burloak","u channel","Good","No","Yes","nopark","18x18","","","Fair","al","south","77","","","","","","","","24","24_2017-10-23 10-03-32.png","/storage/emulated/0/MapIt/Pictures/Burlington /24/24_2017-10-23 10-03-32.png","2017-10-23-10-03-25","50.4344","1.1855"
23,43.374471479985004,-79.72792502351695,48.557666015625,"WPT 23","Burlington ","0","2in metal pole","Very good","No","No","name ","Default","","burloak dr","Very good","al","north","","","","","","","","2017-10-23-10-01-22","23","23_2017-10-23 10-00-43.png","/storage/emulated/0/MapIt/Pictures/Burlington /23/23_2017-10-23 10-00-43.png","2017-10-23-10-00-38","48.5577","0.8865"
22,43.37445986081093,-79.72791727027288,48.496875,"WPT 22","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","Stevenson rd","Very good","al","north","","","","","","","","2017-10-23-10-01-39","22","22_2017-10-23 10-00-25.png","/storage/emulated/0/MapIt/Pictures/Burlington /22/22_2017-10-23 10-00-25.png","2017-10-23-09-59-47","48.4969","0.683"
21,43.37445504566767,-79.72792879843655,48.24931640625,"WPT 21","Burlington ","burloak & Stevenson rd","2in metal pole","Very good","No","Yes","stop","30x30","","","Very good","al","east","84","b03754","102","441","59","285","","","21","21_2017-10-23 09-57-36.png","/storage/emulated/0/MapIt/Pictures/Burlington /21/21_2017-10-23 09-57-36.png","2017-10-23-09-57-21","48.2493","1.1679"
20,43.374217735200546,-79.72772599507516,46.880419921875,"WPT 20","Burlington ","0","u channel","Very good","No","Yes","nopark","Default","","","Good","al","south","79","","","","","","","","20","20_2017-10-23 09-55-42.png","/storage/emulated/0/MapIt/Pictures/Burlington /20/20_2017-10-23 09-55-42.png","2017-10-23-09-55-36","46.8804","1.0855"
19,43.37374500410351,-79.72708892658557,45.892138671875,"WPT 19","Burlington ","burloak","u channel","Good","No","Yes","nopark","Default","","","Good","al","south","82","","","","","","","","19","19_2017-10-23 09-53-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /19/19_2017-10-23 09-53-47.png","2017-10-23-09-52-59","45.8921","0.9545"
18,43.37232974662675,-79.72540983635736,43.543505859375,"WPT 18","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","18","18_2017-10-23 09-48-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /18/18_2017-10-23 09-48-58.png","2017-10-23-09-48-03","43.5435","1.5099"
17,43.372633403693726,-79.72583113797918,43.1931640625,"WPT 17","Burlington ","0","2in metal pole","Very good","Yes","No","nopark","Default","","","Very good","al","north","","","","","","","","","17","17_2017-10-23 09-46-34.png","/storage/emulated/0/MapIt/Pictures/Burlington /17/17_2017-10-23 09-46-34.png","2017-10-23-09-46-08","43.1932","1.7132"
16,43.372634503336485,-79.72581765873474,44.668994140625,"WPT 16","Burlington ","0","2in metal pole","Very good","Yes","Yes","share","30x30","","","Very good","al","north","78","b03753","156","28.9","105","21.4","","2017-10-23-09-47-21","16","16_2017-10-23 09-47-14.png","/storage/emulated/0/MapIt/Pictures/Burlington /16/16_2017-10-23 09-47-14.png","2017-10-23-09-43-33","44.669","0.7825"
15,43.37263922366492,-79.72580671823198,45.39189453125,"WPT 15","Burlington ","0","hydro pole","Very good","No","Yes","sharetext","Default","18x12","share the road","Very good","al","north","64","b03752","109","1.6","88.8","0.5","","2017-10-23-09-46-58","15","15_2017-10-23 09-46-51.png","/storage/emulated/0/MapIt/Pictures/Burlington /15/15_2017-10-23 09-46-51.png","2017-10-23-09-40-52","45.3919","1.1061"
14,43.37295665718466,-79.72623961422323,44.114306640625,"WPT 14","Burlington ","burloak","hydro pole","Very good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","2017-10-23-09-40-17","14","14_2017-10-23 09-40-08.png","/storage/emulated/0/MapIt/Pictures/Burlington /14/14_2017-10-23 09-40-08.png","2017-10-23-09-39-06","44.1143","1.0455"
13,43.3731403508682,-79.7261426340865,43.683154296875,"WPT 13","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","stedford dr","Very good","al","south","","","","","","","","","13","13_2017-10-23 09-38-12.png","/storage/emulated/0/MapIt/Pictures/Burlington /13/13_2017-10-23 09-38-12.png","2017-10-23-09-37-34","43.6832","0.7897"
12,43.373154833268536,-79.72612760961056,44.432666015625,"WPT 12","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","burloak dr","Very good","al","west","","","","","","","","","12","12_2017-10-23 09-36-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /12/12_2017-10-23 09-36-58.png","2017-10-23-09-36-14","44.4327","1.1168"
11,43.37314640823388,-79.72613289045694,38.99541015625,"WPT 11","Burlington ","burloak & stedford","2in metal pole","Good","No","Yes","stop","Default","","","Very good","al","west","75","b03751","96.4","111","68.6","59.5","","2017-10-23-09-37-26","11","11_2017-10-23 09-37-18.png","/storage/emulated/0/MapIt/Pictures/Burlington /11/11_2017-10-23 09-37-18.png","2017-10-23-09-33-28","38.9954","0.6591"
10,43.37288772537086,-79.72591672092676,46.067919921875,"WPT 10","Burlington ","0","u channel","Very good","No","Yes","nopark","18x18","","","Very good","al","south","84","","","","","","","2017-10-23-09-33-00","10","10_2017-10-23 09-32-45.png","/storage/emulated/0/MapIt/Pictures/Burlington /10/10_2017-10-23 09-32-45.png","2017-10-23-09-31-37","46.0679","0.9533"
9,43.372548233434415,-79.72552143037319,39.349658203125,"WPT 9","Burlington ","0","u channel","Very good","No","Yes","nopark","18x18","","","Very good","al","south","80","","","","","","","2017-10-23-09-30-40","9","9_2017-10-23 09-30-26.png","/storage/emulated/0/MapIt/Pictures/Burlington /9/9_2017-10-23 09-30-26.png","2017-10-23-09-27-55","39.3497","0.7195"
8,43.37222942919834,-79.72501439230473,41.613818359375,"WPT 8","Burlington ","burloak dr","hydro pole","Very good","No","No","speed","Default","","50","Very good","al","south","","","","","","","","2017-10-23-09-25-24","8","8_2017-10-23 09-25-15.png","/storage/emulated/0/MapIt/Pictures/Burlington /8/8_2017-10-23 09-25-15.png","2017-10-23-09-23-55","41.6138","1.2248"
7,43.3719812559375,-79.72463570608124,41.90263671875,"WPT 7","Burlington ","0","mast arm","Very good","No","No","name","Default","","burloak dr","Very good","al","west","999","","","","","","","2017-10-23-09-23-23","7","7_2017-10-23 09-23-12.png","/storage/emulated/0/MapIt/Pictures/Burlington /7/7_2017-10-23 09-23-12.png","2017-10-23-09-22-10","41.9026","0.6873"
6,43.37186141490838,-79.72477742869523,43.829150390625,"WPT 6","Burlington ","0","mast arm","Very good","Yes","No","nostop","Default","","","Very good","al","west","","","","","","","","","6","6_2017-10-23 09-21-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /6/6_2017-10-23 09-21-24.png","2017-10-23-09-19-54","43.8292","0.6382"
5,43.371859828077504,-79.7247627727138,44.12041015625,"WPT 5","Burlington ","burloak & lakeshore","mast arm","Very good","No","No","name","Default","","lakeshore rf","Very good","al","north","999","","","","","","","2017-10-23-09-22-02","5","5_2017-10-23 09-21-50.png","/storage/emulated/0/MapIt/Pictures/Burlington /5/5_2017-10-23 09-21-50.png","2017-10-23-09-18-30","44.1204","0.7199"
4,43.37194981149332,-79.72494166049728,45.3982421875,"WPT 4","Burlington ","burloak & lakeshore","mast arm","Very good","No","No","name","Default","","burloak dr","Very good","al","west","999","","","","","","","2017-10-23-09-18-28","4","4_2017-10-23 09-18-12.png","/storage/emulated/0/MapIt/Pictures/Burlington /4/4_2017-10-23 09-18-12.png","2017-10-23-09-16-20","45.3982","1.3983"
3,43.62524718,-79.47904711,85.14,"WPT 3","Burlington ","test","telspar","Very good","No","No","stop","Default","","","Very good","al","north","","rg3120","302","77.2","","","","2017-10-22-23-02-18","","","","2017-10-22-23-01-15","85.14","-1.0"
2,43.770533852301924,-79.27820149144827,-1.0,"WPT 2","Burlington ","progress rd & Kennedy","u channel","Very good","No","Yes","dne","24x24","","","Very good","st","north","79","r1234","306","77.9","","","","","2","2_2017-10-20 16-11-30.png","/storage/emulated/0/MapIt/Pictures/Burlington /2/2_2017-10-20 16-11-30.png","2017-10-20-14-37-55","-1.0","-1.0"
